Ref,id,Gender,Satisfied,Age,Age Band,Type of Travel,Class,Flight Distance,Destination,Continent,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
96166,44604,Male,Y,25,25 to 34,Business travel,Business,870,Sweden,Europe,3,1,3,3,2,2,2,2,4,1,4,1,4,2,36,11
96167,113637,Male,Y,7,Under 18,Personal Travel,Eco,4760,India,Asia,1,4,1,5,2,1,2,2,3,3,5,4,4,2,0,0
96168,120928,Female,Y,53,45 to 54,Business travel,Business,4760,India,Asia,1,1,1,1,4,4,4,5,5,5,5,3,5,4,0,0
96169,94982,Male,Y,38,35 to 44,Business travel,Business,4760,India,Asia,4,5,5,5,4,3,3,1,1,2,4,1,1,1,4,0
96170,128396,Male,Y,23,18 to 24,Business travel,Business,4760,India,Asia,3,5,5,5,3,3,3,3,3,3,3,1,3,3,22,27
96171,113244,Female,Y,46,45 to 54,Personal Travel,Business,4760,India,Asia,5,5,5,1,2,4,4,2,2,5,2,4,2,4,0,0
96172,38808,Male,Y,37,35 to 44,Personal Travel,Eco,4760,India,Asia,3,5,3,2,5,3,1,5,5,3,5,5,5,5,0,0
96173,66062,Male,Y,64,55 to 64,Personal Travel,Eco,4760,India,Asia,1,2,1,3,2,1,2,2,2,5,4,4,3,2,0,0
96174,33023,Male,Y,19,18 to 24,Personal Travel,Eco,4760,India,Asia,1,4,0,3,5,0,5,5,2,2,3,5,4,5,0,0
96175,116860,Female,Y,36,35 to 44,Business travel,Business,4760,India,Asia,4,4,4,4,3,4,4,5,5,5,5,5,5,3,23,25
96176,88567,Male,Y,16,Under 18,Personal Travel,Eco,4760,India,Asia,4,4,4,2,1,4,1,1,3,5,5,4,4,1,0,0
96177,94009,Female,N,22,18 to 24,Business travel,Business,4760,India,Asia,0,5,5,4,5,5,5,5,4,2,4,3,4,5,0,0
96178,83640,Female,N,34,25 to 34,Business travel,Business,4760,India,Asia,0,2,2,1,1,2,1,1,3,4,4,3,4,1,0,0
96179,112273,Female,Y,44,35 to 44,Business travel,Business,4760,India,Asia,1,1,1,1,4,4,4,1,1,1,1,3,1,4,21,21
96180,29476,Male,Y,37,35 to 44,Business travel,Eco,4760,India,Asia,3,4,4,4,3,3,3,3,3,3,3,4,3,3,0,0
96181,55914,Male,Y,12,Under 18,Personal Travel,Eco,4760,India,Asia,5,5,5,3,4,5,4,4,5,3,4,3,4,4,4,9
96182,98302,Female,Y,46,45 to 54,Business travel,Business,4760,India,Asia,5,5,5,5,3,4,4,3,3,3,3,5,3,5,0,0
96183,119817,Female,Y,57,55 to 64,Business travel,Business,4760,India,Asia,2,2,2,2,4,4,4,4,4,4,4,5,4,4,14,16
96184,69320,Female,Y,40,35 to 44,Business travel,Business,4760,India,Asia,1,1,1,1,2,5,4,4,4,4,4,4,4,4,0,0
96185,79733,Female,N,49,45 to 54,Business travel,Eco Plus,4760,India,Asia,2,2,2,4,1,2,5,1,3,3,4,4,4,1,0,0
96186,75998,Female,Y,58,55 to 64,Personal Travel,Eco Plus,4760,India,Asia,5,4,5,4,5,4,5,3,3,5,3,4,3,3,0,0
96187,114230,Male,Y,24,18 to 24,Business travel,Business,4760,India,Asia,5,5,5,5,4,4,4,4,5,3,5,5,5,4,11,5
96188,100180,Male,Y,44,35 to 44,Personal Travel,Eco,4760,India,Asia,3,4,3,1,3,3,3,3,2,2,5,5,4,3,0,0
96189,101609,Male,Y,26,25 to 34,Business travel,Business,4760,India,Asia,2,2,2,2,3,4,3,3,3,2,4,3,5,3,0,0
96190,3718,Female,Y,28,25 to 34,Personal Travel,Eco,430,Jersey,Europe,4,1,4,3,2,4,2,2,2,2,4,2,3,2,0,0
96191,61511,Male,Y,43,35 to 44,Personal Travel,Eco,4760,India,Asia,5,1,5,2,1,5,1,1,3,4,2,4,1,1,32,22
96192,56410,Female,N,26,25 to 34,Business travel,Business,4760,India,Asia,0,5,5,3,4,5,4,4,4,4,5,4,5,4,6,5
96193,40022,Male,Y,72,65 or over,Business travel,Business,3810,Oman,Asia,3,2,2,2,5,3,0,3,3,3,3,4,3,3,0,0
96194,76648,Female,Y,25,25 to 34,Personal Travel,Eco,4760,India,Asia,3,3,3,3,4,3,4,4,1,2,3,3,3,4,27,35
96195,53381,Female,Y,48,45 to 54,Personal Travel,Eco,1450,United Kingdom,Europe,3,4,3,2,1,2,4,2,2,3,2,2,2,5,0,0
96196,14141,Female,Y,42,35 to 44,Personal Travel,Eco,4760,India,Asia,2,1,4,4,2,3,4,2,2,4,2,1,2,4,0,0
96197,111598,Male,Y,28,25 to 34,Business travel,Eco Plus,4760,India,Asia,1,1,1,1,1,2,1,1,2,2,4,4,4,1,23,9
96198,83880,Female,Y,57,55 to 64,Business travel,Business,1670,Svalbard,Europe,5,5,5,5,3,3,5,5,5,5,5,3,5,4,0,0
96199,94673,Male,Y,71,65 or over,Business travel,Eco,4760,India,Asia,1,4,5,4,1,1,1,1,4,3,3,4,3,1,0,0
96200,86480,Male,Y,7,Under 18,Personal Travel,Eco,4760,India,Asia,4,5,5,3,4,5,4,4,2,1,2,3,2,4,0,0
96201,127424,Female,Y,45,45 to 54,Personal Travel,Eco,870,Sweden,Europe,1,1,1,3,5,3,3,3,3,1,3,3,3,1,0,0
96202,123783,Male,N,22,18 to 24,Business travel,Business,4760,India,Asia,0,5,0,4,1,0,1,1,4,3,4,3,4,1,0,20
96203,82492,Female,Y,13,Under 18,Business travel,Business,4760,India,Asia,2,1,5,5,2,2,2,2,4,5,3,4,3,2,0,0
96204,42485,Female,Y,44,35 to 44,Business travel,Business,4760,India,Asia,2,2,2,2,1,4,4,2,2,2,2,1,2,4,0,4
96205,57550,Female,Y,53,45 to 54,Business travel,Business,4760,India,Asia,5,5,5,5,4,3,4,4,4,5,4,5,4,3,1,7
96206,41050,Female,Y,16,Under 18,Personal Travel,Eco,1085,Estonia,Europe,2,3,2,4,4,2,4,4,5,1,1,2,1,4,0,3
96207,31516,Male,Y,22,18 to 24,Business travel,Eco,4760,India,Asia,4,4,4,4,4,4,3,4,2,5,2,4,2,4,1,0
96208,121970,Female,Y,34,25 to 34,Business travel,Business,555,Luxembourg,Europe,4,5,5,5,3,4,3,2,2,2,4,2,2,4,0,0
96209,68547,Male,Y,26,25 to 34,Personal Travel,Eco,4760,India,Asia,2,1,2,3,5,2,5,5,4,2,2,3,3,5,0,0
96210,118328,Male,N,23,18 to 24,Business travel,Eco,4760,India,Asia,3,2,3,1,4,3,4,4,4,2,1,2,2,4,3,0
96211,120906,Male,N,20,18 to 24,Business travel,Eco,4760,India,Asia,2,2,2,5,1,2,1,1,5,4,5,4,4,1,0,0
96212,19842,Female,Y,9,Under 18,Personal Travel,Business,4760,India,Asia,2,4,2,3,3,2,3,3,3,4,5,5,5,3,54,37
96213,47609,Female,Y,46,45 to 54,Business travel,Eco,4760,India,Asia,5,5,4,4,3,2,4,5,5,5,5,2,5,3,18,11
96214,38917,Male,N,33,25 to 34,Business travel,Eco,4760,India,Asia,3,2,3,3,2,3,2,2,1,2,3,4,3,2,0,17
96215,26353,Female,Y,56,55 to 64,Business travel,Business,4760,India,Asia,4,4,1,4,2,3,4,4,4,4,4,4,4,1,40,37
96216,6735,Female,Y,60,55 to 64,Business travel,Business,4760,India,Asia,4,4,4,4,4,4,5,3,3,4,3,3,3,4,0,0
96217,20553,Male,Y,39,35 to 44,Business travel,Business,4760,India,Asia,3,3,4,3,3,2,1,4,4,4,4,2,4,5,0,0
96218,126324,Female,Y,25,25 to 34,Personal Travel,Eco,4760,India,Asia,1,5,1,4,4,1,4,4,5,3,4,4,4,4,0,0
96219,46786,Male,Y,23,18 to 24,Business travel,Business,950,Poland,Europe,5,5,5,5,4,4,4,4,5,5,4,5,4,4,0,0
96220,93049,Female,Y,34,25 to 34,Business travel,Eco Plus,4760,India,Asia,3,1,1,1,3,3,3,3,2,2,4,1,4,3,40,36
96221,68329,Female,Y,51,45 to 54,Personal Travel,Eco,4760,India,Asia,0,5,0,1,5,3,5,5,5,0,3,4,5,3,10,6
96222,128653,Male,Y,22,18 to 24,Personal Travel,Business,4760,India,Asia,2,1,2,2,5,2,5,5,2,2,3,3,3,5,9,0
96223,19467,Male,Y,39,35 to 44,Business travel,Business,1180,Italy,Europe,0,3,0,2,5,2,4,2,2,3,3,5,2,4,0,0
96224,67382,Female,N,40,35 to 44,Business travel,Business,640,Germany,Europe,0,5,5,3,2,5,2,2,3,4,5,3,4,2,12,18
96225,63422,Female,Y,57,55 to 64,Personal Travel,Eco,4760,India,Asia,3,5,3,3,4,4,4,2,2,3,2,4,2,5,74,73
96226,17045,Female,Y,48,45 to 54,Business travel,Business,1135,Hungary,Europe,4,4,5,4,1,4,1,3,3,4,3,3,3,1,0,0
96227,18232,Female,Y,36,35 to 44,Business travel,Eco,4760,India,Asia,2,3,3,3,2,2,2,2,1,2,3,2,4,2,0,0
96228,13146,Female,Y,38,35 to 44,Personal Travel,Eco,4760,India,Asia,4,2,4,3,2,4,2,2,1,4,2,1,3,2,0,0
96229,92865,Female,Y,41,35 to 44,Business travel,Eco,2520,California,North America,2,1,1,1,2,2,2,2,4,2,4,4,4,2,0,0
96230,8232,Female,Y,48,45 to 54,Personal Travel,Eco,4760,India,Asia,2,5,2,2,3,4,4,4,4,2,4,3,4,3,6,5
96231,15112,Female,Y,19,18 to 24,Business travel,Business,4760,India,Asia,5,5,5,5,3,4,3,3,1,3,4,1,4,3,0,2
96232,113698,Male,Y,53,45 to 54,Personal Travel,Eco,4760,India,Asia,1,5,1,4,1,1,1,1,5,2,1,3,1,1,36,34
96233,81165,Male,Y,33,25 to 34,Business travel,Business,4760,India,Asia,3,4,4,4,1,1,3,1,2,1,3,2,3,1,30,27
96234,66356,Female,Y,32,25 to 34,Business travel,Business,4760,India,Asia,1,1,1,1,3,3,3,3,4,3,4,5,4,3,0,0
96235,43313,Female,Y,46,45 to 54,Business travel,Business,4760,India,Asia,2,2,2,2,4,3,1,4,4,4,4,3,4,3,2,0
96236,12955,Female,Y,60,55 to 64,Business travel,Eco Plus,4760,India,Asia,4,3,4,3,2,3,1,4,4,4,4,2,4,1,0,0
96237,14267,Female,Y,69,65 or over,Business travel,Business,430,Jersey,Europe,4,3,4,4,2,2,0,5,5,5,5,3,5,4,35,25
96238,103740,Male,Y,15,Under 18,Personal Travel,Eco,4760,India,Asia,2,4,2,2,3,2,1,3,4,3,4,5,4,3,30,25
96239,129764,Female,Y,42,35 to 44,Business travel,Business,4760,India,Asia,5,5,5,5,4,1,1,4,4,4,4,5,4,1,0,0
96240,110013,Female,Y,25,25 to 34,Business travel,Business,4760,India,Asia,3,4,4,4,3,2,3,3,2,4,4,1,3,3,104,91
96241,52862,Male,Y,35,35 to 44,Business travel,Eco,4760,India,Asia,5,4,4,4,5,5,5,5,4,2,5,5,3,5,39,36
96242,104124,Male,Y,60,55 to 64,Business travel,Business,4760,India,Asia,3,3,3,3,4,5,4,5,5,5,5,5,5,5,21,7
96243,89160,Female,Y,18,18 to 24,Personal Travel,Eco,4760,India,Asia,4,5,4,2,3,4,3,3,5,3,4,3,5,3,0,3
96244,60880,Male,N,24,18 to 24,Business travel,Business,1060,San Marino,Europe,0,4,5,3,4,5,1,4,3,4,5,3,5,4,3,4
96245,36129,Male,Y,15,Under 18,Business travel,Eco,1610,Tunisia,Africa,0,4,0,4,5,0,5,5,5,1,5,3,3,5,0,0
96246,82947,Female,N,23,18 to 24,Business travel,Business,4760,India,Asia,0,3,2,3,5,2,5,5,2,1,3,4,3,5,33,22
96247,122289,Male,Y,38,35 to 44,Personal Travel,Eco,4760,India,Asia,1,1,1,2,1,1,5,1,4,4,1,2,1,1,18,22
96248,121497,Female,Y,46,45 to 54,Business travel,Business,4760,India,Asia,0,0,0,2,4,4,5,1,1,1,1,4,1,5,1,0
96249,6021,Male,N,23,18 to 24,Business travel,Eco,4760,India,Asia,1,1,1,4,2,1,1,2,3,2,5,4,4,2,3,0
96250,105398,Male,Y,61,55 to 64,Personal Travel,Eco,4760,India,Asia,2,5,1,2,5,1,1,5,4,4,1,5,1,5,31,18
96251,95618,Male,Y,44,35 to 44,Personal Travel,Eco,4760,India,Asia,2,1,2,2,5,2,5,5,4,2,3,4,3,5,0,0
96252,33162,Female,Y,25,25 to 34,Personal Travel,Eco,4760,India,Asia,1,4,1,3,2,1,2,2,3,5,5,5,5,2,0,0
96253,40556,Male,N,38,35 to 44,Business travel,Eco,4760,India,Asia,4,4,4,1,2,4,2,2,1,3,5,3,2,2,0,0
96254,129309,Female,Y,60,55 to 64,Business travel,Business,4760,India,Asia,3,3,3,3,2,5,5,4,4,4,4,4,4,4,13,18
96255,68505,Female,Y,12,Under 18,Personal Travel,Eco,4760,India,Asia,4,3,4,1,4,4,4,4,2,2,4,3,3,4,0,0
96256,87777,Male,Y,57,55 to 64,Business travel,Business,1125,Portugal,Europe,2,2,2,2,5,4,4,3,3,4,4,5,3,3,49,52
96257,107131,Male,Y,49,45 to 54,Personal Travel,Eco,4760,India,Asia,1,4,1,3,3,1,4,3,1,4,1,3,3,3,53,32
96258,9449,Male,Y,7,Under 18,Personal Travel,Eco,4760,India,Asia,0,4,0,5,3,0,3,3,3,4,5,4,5,3,0,0
96259,59110,Female,Y,19,18 to 24,Personal Travel,Eco,4760,India,Asia,1,2,1,3,5,1,2,5,2,3,2,4,3,5,4,0
96260,68410,Male,Y,25,25 to 34,Business travel,Business,4760,India,Asia,2,2,1,2,4,4,4,4,1,4,5,2,5,4,0,0
96261,67528,Male,Y,58,55 to 64,Business travel,Business,4760,India,Asia,3,3,1,3,3,3,3,3,3,3,3,2,3,3,0,0
96262,45370,Female,Y,17,Under 18,Personal Travel,Eco,1620,Greece,Europe,2,5,2,2,2,2,2,2,4,2,4,5,5,2,0,0
96263,13932,Male,N,24,18 to 24,Business travel,Eco,4760,India,Asia,3,0,3,3,5,3,5,5,2,1,4,4,4,5,90,78
96264,42379,Female,Y,8,Under 18,Personal Travel,Eco,5715,Japan,Asia,2,5,2,1,1,2,3,1,5,2,2,5,4,1,0,0
96265,57088,Female,Y,36,35 to 44,Business travel,Business,4760,India,Asia,4,4,4,4,4,5,5,4,4,4,4,5,4,4,0,0
96266,129104,Female,Y,30,25 to 34,Personal Travel,Eco,4760,India,Asia,3,3,4,2,4,5,5,1,1,3,3,5,1,5,0,21
96267,59501,Male,Y,49,45 to 54,Business travel,Business,4760,India,Asia,1,1,1,1,4,5,5,5,5,5,5,3,5,3,12,0
96268,9618,Female,Y,23,18 to 24,Personal Travel,Eco,4760,India,Asia,2,4,0,1,4,0,2,4,5,5,4,5,5,4,0,0
96269,25133,Male,Y,47,45 to 54,Business travel,Business,4760,India,Asia,1,4,4,4,5,3,4,1,1,1,1,3,1,2,9,19
96270,104722,Male,Y,21,18 to 24,Business travel,Business,4760,India,Asia,5,5,4,5,4,4,4,4,4,5,5,4,5,4,10,24
96271,28839,Female,Y,17,Under 18,Business travel,Business,4760,India,Asia,2,2,2,2,5,5,5,5,1,1,4,2,4,5,0,0
96272,122309,Male,Y,54,45 to 54,Personal Travel,Eco,4760,India,Asia,4,5,4,5,1,4,1,1,3,4,5,3,4,1,0,33
96273,72669,Female,Y,40,35 to 44,Personal Travel,Eco,4760,India,Asia,2,5,3,4,3,3,3,3,3,4,4,3,4,3,0,0
96274,97039,Male,Y,10,Under 18,Business travel,Business,1130,Finland,Europe,5,5,3,5,5,5,5,5,3,5,4,3,5,5,4,1
96275,2260,Female,Y,66,65 or over,Business travel,Business,4760,India,Asia,1,1,3,1,4,5,0,5,5,5,5,5,5,3,20,17
96276,2806,Male,Y,42,35 to 44,Business travel,Business,2230,Cyprus,Europe,3,3,3,3,2,4,4,5,5,5,5,4,5,4,33,25
96277,126349,Female,Y,44,35 to 44,Personal Travel,Eco,505,Denmark,Europe,2,4,2,2,5,4,4,3,3,2,3,3,3,3,0,0
96278,63944,Female,Y,38,35 to 44,Personal Travel,Eco,4760,India,Asia,1,0,1,5,3,1,3,3,5,1,4,5,1,3,0,0
96279,110965,Male,Y,39,35 to 44,Business travel,Business,4760,India,Asia,3,4,4,4,3,3,3,2,2,2,3,3,2,1,14,5
96280,107948,Male,Y,23,18 to 24,Business travel,Business,4760,India,Asia,4,4,4,4,5,5,5,5,4,3,4,5,4,5,0,0
96281,4821,Male,Y,53,45 to 54,Business travel,Business,4760,India,Asia,2,2,2,2,5,5,5,4,4,5,4,4,4,3,0,10
96282,98914,Male,Y,58,55 to 64,Business travel,Business,4760,India,Asia,5,5,5,5,4,4,4,5,3,5,5,4,3,4,187,190
96283,102280,Female,Y,38,35 to 44,Business travel,Business,4760,India,Asia,2,2,5,5,4,3,4,3,3,3,2,3,3,2,16,12
96284,49156,Male,Y,51,45 to 54,Business travel,Eco,4760,India,Asia,4,1,1,1,4,4,4,4,5,3,2,1,3,4,0,0
96285,60906,Female,N,37,35 to 44,Business travel,Eco,4760,India,Asia,3,1,3,3,4,3,5,4,1,5,3,1,4,4,4,0
96286,12206,Male,Y,36,35 to 44,Business travel,Business,4760,India,Asia,2,2,5,2,1,4,3,2,2,2,2,1,2,1,76,60
96287,59587,Male,Y,47,45 to 54,Business travel,Business,4760,India,Asia,3,3,3,3,2,5,5,4,4,4,4,5,4,3,0,0
96288,74811,Female,N,39,35 to 44,Business travel,Eco Plus,4760,India,Asia,1,1,1,3,3,1,3,3,2,4,2,5,1,3,0,0
96289,45103,Male,N,33,25 to 34,Business travel,Eco,1180,Italy,Europe,4,0,4,4,3,4,3,3,4,5,3,3,2,3,0,0
96290,12708,Male,N,18,18 to 24,Business travel,Eco,4760,India,Asia,1,1,1,3,2,1,2,2,3,1,2,5,2,2,14,13
96291,83308,Male,N,25,25 to 34,Business travel,Eco,4760,India,Asia,3,3,3,4,3,3,3,3,3,5,3,4,4,3,13,2
96292,99326,Male,Y,30,25 to 34,Personal Travel,Eco,4760,India,Asia,1,4,1,3,5,1,5,5,3,5,3,3,5,5,0,0
96293,44969,Female,Y,43,35 to 44,Business travel,Business,4760,India,Asia,4,4,4,4,5,2,2,5,5,5,5,5,5,2,84,81
96294,65929,Female,Y,36,35 to 44,Personal Travel,Eco,1035,Spain,Europe,4,5,3,1,5,3,3,5,4,3,4,5,5,5,9,7
96295,128846,Male,Y,59,55 to 64,Personal Travel,Eco,4760,India,Asia,3,3,3,4,3,2,2,3,1,3,2,2,1,2,8,0
96296,97020,Male,N,26,25 to 34,Business travel,Business,795,Liechtenstein,Europe,0,2,2,3,3,2,3,3,4,2,5,4,4,3,0,10
96297,75384,Female,Y,44,35 to 44,Business travel,Business,4760,India,Asia,4,4,4,4,2,5,4,4,4,4,4,5,4,5,0,0
96298,15664,Male,Y,26,25 to 34,Business travel,Eco,4760,India,Asia,3,1,1,1,3,4,3,3,3,2,3,1,3,3,10,1
96299,31242,Male,Y,50,45 to 54,Business travel,Business,4760,India,Asia,2,1,1,1,4,2,3,2,2,2,2,3,2,3,0,0
96300,122154,Female,N,27,25 to 34,Business travel,Business,4760,India,Asia,0,5,5,2,2,5,5,2,5,5,5,4,4,2,0,0
96301,127445,Female,Y,33,25 to 34,Personal Travel,Eco Plus,870,Sweden,Europe,2,2,2,4,2,2,2,2,3,1,4,3,3,2,0,19
96302,58687,Male,Y,51,45 to 54,Business travel,Business,4760,India,Asia,5,5,5,5,5,4,4,5,5,5,5,3,5,4,14,2
96303,4613,Male,N,25,25 to 34,Business travel,Eco,4760,India,Asia,2,2,2,3,2,2,2,2,1,1,4,1,3,2,0,6
96304,82301,Male,Y,40,35 to 44,Business travel,Business,4760,India,Asia,2,2,2,2,3,5,5,3,3,3,3,5,3,4,0,10
96305,53966,Female,Y,31,25 to 34,Personal Travel,Eco,4760,India,Asia,3,1,3,2,1,3,1,1,3,2,1,2,2,1,36,26
96306,82217,Male,Y,51,45 to 54,Business travel,Business,4760,India,Asia,2,2,2,2,5,5,4,5,5,5,5,4,5,3,0,0
96307,78445,Female,Y,43,35 to 44,Business travel,Business,4760,India,Asia,3,3,3,3,4,4,4,5,5,5,5,4,5,5,1,0
96308,73126,Female,Y,27,25 to 34,Personal Travel,Eco Plus,4760,India,Asia,4,1,4,3,2,4,4,2,1,5,3,3,4,2,14,10
96309,1044,Female,N,30,25 to 34,Business travel,Eco,1070,Lithuania,Europe,3,0,4,2,3,4,3,3,1,5,2,3,3,3,0,0
96310,64239,Male,N,11,Under 18,Business travel,Eco,4760,India,Asia,2,2,2,4,5,2,5,5,1,2,2,2,3,5,13,22
96311,122219,Male,Y,55,55 to 64,Business travel,Eco,4760,India,Asia,1,2,2,2,1,1,1,1,2,5,2,3,3,1,3,7
96312,54499,Female,N,26,25 to 34,Business travel,Eco,4760,India,Asia,1,2,2,3,3,2,1,3,3,3,4,4,4,3,6,1
96313,95140,Male,Y,9,Under 18,Personal Travel,Eco,4760,India,Asia,2,3,2,4,5,2,5,5,5,5,3,1,5,5,22,22
96314,70900,Male,N,26,25 to 34,Business travel,Eco,1330,Gibraltar,Europe,1,1,1,3,4,1,4,4,3,5,3,1,3,4,14,4
96315,53517,Female,Y,56,55 to 64,Personal Travel,Eco,4760,India,Asia,3,3,3,4,1,2,5,3,3,3,3,3,3,3,7,13
96316,20125,Male,Y,45,45 to 54,Personal Travel,Eco,4760,India,Asia,1,3,1,5,1,1,1,2,5,4,2,1,2,1,219,224
96317,22750,Female,Y,59,55 to 64,Business travel,Eco,1620,Greece,Europe,4,3,3,3,4,3,1,5,5,4,5,3,5,4,39,34
96318,75447,Male,Y,47,45 to 54,Business travel,Eco,4760,India,Asia,2,3,3,3,2,2,2,2,1,5,2,3,3,2,0,0
96319,16891,Male,N,21,18 to 24,Business travel,Eco,4760,India,Asia,3,3,3,3,2,3,2,2,2,2,4,2,4,2,60,84
96320,5535,Male,Y,65,65 or over,Business travel,Business,430,Jersey,Europe,5,5,5,5,2,2,0,5,5,5,5,2,5,3,0,0
96321,94583,Female,Y,25,25 to 34,Business travel,Business,4760,India,Asia,3,5,4,5,2,3,3,2,4,5,2,2,2,2,20,26
96322,92700,Female,Y,19,18 to 24,Personal Travel,Eco,505,Denmark,Europe,4,4,4,1,1,4,1,1,3,3,5,3,4,1,37,22
96323,40808,Male,Y,30,25 to 34,Business travel,Business,560,Norway,Europe,2,1,3,3,2,2,2,2,1,3,1,2,2,2,0,0
96324,94823,Female,Y,59,55 to 64,Business travel,Business,4760,India,Asia,4,5,5,5,3,4,3,2,2,2,4,2,2,4,0,0
96325,94341,Female,Y,53,45 to 54,Business travel,Business,4760,India,Asia,1,1,1,1,5,4,5,4,4,4,4,3,4,4,0,0
96326,102245,Female,Y,53,45 to 54,Business travel,Business,4760,India,Asia,2,4,4,4,5,4,4,2,2,2,2,2,2,4,68,62
96327,21187,Male,Y,28,25 to 34,Business travel,Business,4760,India,Asia,2,2,2,2,4,4,5,4,4,5,4,4,5,4,0,0
96328,101362,Female,Y,22,18 to 24,Business travel,Business,4760,India,Asia,4,5,2,2,4,4,4,4,1,4,1,4,2,4,1,0
96329,87708,Male,Y,28,25 to 34,Personal Travel,Eco,4760,India,Asia,2,3,2,4,5,2,5,5,1,3,3,2,3,5,65,47
96330,122040,Female,N,24,18 to 24,Business travel,Business,555,Luxembourg,Europe,0,0,4,2,5,4,5,5,4,3,4,3,4,5,0,0
96331,50826,Male,Y,16,Under 18,Personal Travel,Eco,4760,India,Asia,3,3,3,4,3,3,3,3,2,3,3,2,3,3,0,0
96332,62260,Male,Y,42,35 to 44,Business travel,Business,4760,India,Asia,2,2,2,2,2,4,4,5,5,5,5,5,5,5,2,0
96333,38286,Female,Y,8,Under 18,Business travel,Eco Plus,4760,India,Asia,1,4,5,5,1,1,4,1,4,3,3,1,4,1,86,63
96334,126165,Female,N,22,18 to 24,Business travel,Business,505,Denmark,Europe,0,5,5,1,2,5,2,2,5,5,4,4,5,2,0,0
96335,124673,Male,N,44,35 to 44,Business travel,Business,4760,India,Asia,0,4,4,3,4,3,4,4,4,2,5,3,5,4,0,7
96336,99550,Female,Y,49,45 to 54,Business travel,Business,4760,India,Asia,1,1,1,1,3,5,4,5,5,5,5,3,5,5,11,0
96337,68330,Male,Y,53,45 to 54,Personal Travel,Eco,4760,India,Asia,3,5,4,3,1,4,4,1,3,3,5,3,5,1,0,1
96338,22357,Female,Y,54,45 to 54,Business travel,Business,4760,India,Asia,3,3,3,3,4,1,3,4,4,4,4,4,4,4,7,10
96339,10808,Male,Y,38,35 to 44,Business travel,Business,2385,Lebanon,Asia,3,2,2,2,1,4,4,2,2,2,3,4,2,2,0,0
96340,89279,Female,Y,36,35 to 44,Business travel,Business,3875,Yemen,Asia,3,5,4,5,1,3,4,3,3,3,3,3,3,3,0,15
96341,10432,Male,Y,53,45 to 54,Business travel,Business,4760,India,Asia,3,3,3,3,3,5,4,5,5,5,4,4,5,4,0,12
96342,122564,Female,Y,31,25 to 34,Business travel,Business,4760,India,Asia,5,5,5,5,4,4,4,4,3,5,4,4,4,4,0,0
96343,33000,Male,Y,61,55 to 64,Personal Travel,Eco,4760,India,Asia,2,4,2,2,2,2,2,2,4,5,4,5,4,2,0,0
96344,58443,Male,Y,29,25 to 34,Personal Travel,Eco,4760,India,Asia,4,4,4,3,5,4,4,5,3,3,3,3,3,5,0,0
96345,125150,Female,Y,35,35 to 44,Business travel,Eco,4760,India,Asia,2,2,2,2,2,2,2,2,3,5,4,2,4,2,0,0
96346,103564,Female,Y,53,45 to 54,Business travel,Business,4760,India,Asia,3,4,3,3,2,4,4,4,4,4,4,3,4,3,7,8
96347,116803,Male,Y,54,45 to 54,Personal Travel,Eco Plus,4760,India,Asia,2,5,2,1,3,2,3,3,3,3,5,3,5,3,54,50
96348,52859,Female,Y,40,35 to 44,Business travel,Eco Plus,4760,India,Asia,5,5,5,5,5,5,5,5,5,2,4,3,1,5,5,0
96349,1780,Female,Y,44,35 to 44,Business travel,Business,4760,India,Asia,2,1,1,1,1,3,3,2,2,2,2,2,2,1,0,0
96350,52452,Male,Y,31,25 to 34,Business travel,Eco Plus,4760,India,Asia,5,5,5,5,5,5,5,5,3,4,1,2,1,5,0,0
96351,109886,Female,Y,23,18 to 24,Business travel,Eco,4760,India,Asia,4,1,1,1,4,4,1,4,3,1,3,3,3,4,16,14
96352,145,Male,Y,16,Under 18,Business travel,Business,4760,India,Asia,4,1,1,1,3,4,4,4,2,4,4,4,3,4,265,260
96353,48384,Male,Y,12,Under 18,Personal Travel,Eco,4760,India,Asia,4,5,4,3,3,4,3,3,3,5,5,4,5,3,0,0
96354,95151,Female,Y,22,18 to 24,Personal Travel,Eco,4760,India,Asia,4,4,4,3,3,4,3,3,4,3,4,5,4,3,0,2
96355,12798,Female,Y,29,25 to 34,Business travel,Business,4760,India,Asia,2,2,2,2,5,5,5,5,4,2,1,3,2,5,92,
96356,50583,Female,Y,55,55 to 64,Personal Travel,Eco,4760,India,Asia,4,4,4,2,3,1,5,5,5,4,5,1,5,2,0,0
96357,18145,Male,Y,69,65 or over,Personal Travel,Eco,4760,India,Asia,2,4,2,5,2,3,2,4,3,4,5,2,3,2,95,159
96358,101690,Female,Y,42,35 to 44,Business travel,Business,4760,India,Asia,3,3,3,3,2,4,5,5,5,5,5,5,5,5,12,0
96359,46248,Male,Y,46,45 to 54,Business travel,Eco,4760,India,Asia,2,3,3,3,2,2,2,2,2,1,2,3,4,2,29,27
96360,102604,Female,Y,18,18 to 24,Personal Travel,Eco Plus,4760,India,Asia,4,3,4,4,2,4,3,2,1,1,3,1,1,2,36,27
